  ENTRY        TAWCPI           TAWEX          USCPI
 1986:03  86.310000000000 38.200000000000 86.621460000000
 1986:04  86.520000000000 38.750000000000 86.435463000000
 1986:05  86.630000000000 39.400000000000 86.701173000000
 1986:06  86.850000000000 39.150000000000 87.126309000000
 1986:07  86.630000000000 38.100000000000 87.152880000000
 1986:08  87.120000000000 37.500000000000 87.312306000000
 1986:09  89.310000000000 37.200000000000 87.737442000000
 1986:10  89.130000000000 39.400000000000 87.817155000000
 1986:11  87.880000000000 40.600000000000 87.896868000000
 1986:12  87.500000000000 38.500000000000 87.976581000000
 1987:01  87.270000000000 36.350000000000 88.508001000000
 1987:02  87.100000000000 34.000000000000 88.853424000000
 1987:03  86.400000000000 32.750000000000 89.251989000000
 1987:04  86.720000000000 34.350000000000 89.730267000000
 1987:05  86.730000000000 31.350000000000 89.995977000000
 1987:06  86.790000000000 33.250000000000 90.367971000000
 1987:07  87.800000000000 32.450000000000 90.553968000000
 1987:08  88.510000000000 31.500000000000 91.058817000000
 1987:09  88.830000000000 31.900000000000 91.510524000000
 1987:10  88.020000000000 30.200000000000 91.749663000000
 1987:11  88.280000000000 29.800000000000 91.882518000000
 1987:12  89.190000000000 29.550000000000 91.855947000000
 1988:01  87.750000000000 30.400000000000 92.121657000000
 1988:02  87.410000000000 30.700000000000 92.307654000000
 1988:03  86.910000000000 30.800000000000 92.732790000000
 1988:04  87.010000000000 30.900000000000 93.211068000000
 1988:05  88.010000000000 31.100000000000 93.529920000000
 1988:06  88.560000000000 30.850000000000 93.928485000000
 1988:07  88.540000000000 29.750000000000 94.300479000000
 1988:08  89.790000000000 29.000000000000 94.752186000000
 1988:09  90.060000000000 31.100000000000 95.363319000000
 1988:10  90.720000000000 29.050000000000 95.682171000000
 1988:11  90.260000000000 28.550000000000 95.788455000000
 1988:12  90.180000000000 29.500000000000 95.894739000000
 1989:01  90.180000000000 28.800000000000 96.373017000000
 1989:02  90.960000000000 28.300000000000 96.745011000000
 1989:03  91.200000000000 27.600000000000 97.303002000000
 1989:04  91.990000000000 26.800000000000 97.993848000000
 1989:05  92.680000000000 26.500000000000 98.525268000000
 1989:06  92.440000000000 25.850000000000 98.764407000000
